sentiment,long_comment
1,seems its never going to be shipped or info updated
1,"i purchased a lawn spreaderand had it shipped to my house by ups. the box was torn badly and one of parts was laying in my driveway in the snow. i was lucky that i seen it and brought it in, if not i would not have been able to opperate i my lawn spreader. i would suggest that the handler be more cautious in the future."
1,"still haven't recieved my package. it was initially delivered to the wrong address in the wrong 
state...."
1,"i failed to notice that the store taht the toiulet was being delivered to was in warrenton, oregon.  i have changed my ""house store"", several times but i didn't notice this time.  it would be helpful if youir ordering web site would ask to make sure that the store being sent to is appropriate.  what do i do now?????"
1,"tracking # said it was delivered friday the 20th. i did not receive package. the driver calls tues morning the 24th and says on monday the package was sent back to sender. i would like to know where the package was over the weekend since tracking said it was delivered on friday. if the driver delivered it to the wrong place, i would just like for him to be honest. thanks."
1,"not looking easy, too complicated if compare with other online store such as target, kohls. please improve shipping experience "
1,"it should be obvious from my ratings above.  i was hung up on, by a house store employee in brownsville when i tried to get some information."
1,i dont understand why my package sits at one place so long.
1,they said it was left went down stairs about five minutes after  they said it was left not to see anything. so you can tell me what my experience is. this is the first time this has happen.
1,"what the f....how do you leave pkg at facility...that is pure bullshit.
am not impressed"
1,tracking details report that shipment was delivered but it has not arrived here as of 1256 pm 24 feb
1,original estimated delivery date was way off (much longer).  not upset about getting my order earlier but i might consider other places to purchase if delivery time is not accurate..
1,one day my order said processing and then its out for a delivery. super fast shipping but i would like to know when it was being shipped so i can plan to having someone at my house to sign for the package. overall 9.5
1,package was delivered 6 hours before text notification. this does not help me keep my delivery secure.
1,"i can't really give 5 starts for experience since it isn't delivered, yet."
1,"boxes were left in the snow 300 feet from the house, covered with drifting snow. another hour later and i wouldn't have found them til spring or i hit them with the plow. not very happy with ups."
1,"as industrial materials in boxes weighing in at about 70 lbs each, these should not be sent via ups or fedex.  these product should either be sent surface freight or should not be allowed for house delivery.  ship to store should be free and then if house store wants to charge for delivery, that's fine.  why do i say this?  all three packages were severely damaged in transport and the products inside also sustained moderate damage.  one package of the three had missing hardware that probably just dropped out of the ripped box."
1,shipment is non-existent so far.
1,item was severely damaged. has to be picked up and shipped back. we are not happy at all
1,packages still no delivered. order was split on three trucks.
1,took 5 days on ups truck to deliver
1,your shipping of items takes to long to even get to a store. i have ordered items thru other companies and had my purchase within 2 or 3 days
1,"getting this message is frustrating knowing house store is open.
 feb 24, 02:40 pm
the receiving business was closed at the time of the first delivery attempt. a second attempt will be made.
san diego, ca "
1,could have been a bit quicker.
1,took forever to get pacakge. i went on vacation for a week and still have not gotten the package
1,what is the emergency that you can't deliver my package
1,ups never called me never was clear with delivery time just said close of business poor delivery service indeed.
1,i am not happy with this experience. the package arrived 2 days later than i was originally expecting it. it arrived around 4:30 p.m. and i didn't get a notification on my cell phone until 10:30 p.m. that night. it arrived in broken condition and we ended up returning it to house store for a refund.the whole point of the cell phone notification was so that we can plan on being house close to the time that it arrived.
1,after sitting at the service center for 2 days i offered to take the 35 min drive to pick the package up from the center after waiting in line for 20 mins i was told they want exactly sure where my package was (after cus service assured me) and the earliest they could have it would be 2-23-15 (6 days after sitting at the site) today is 2-24-15 and my package is final out for delivery. not sure if i even want the package at this point
1,the shipment arrived in a timely manner but the actual package was in poor shape. the box was ripped partially open and part of the workbench was exposed.
1,"house store never notified me when my package arrived to the store.  they say i will receive an email telling me my product is there.  no email, no text message, nothing.  i had to track my package."
1,delivered to wrong house. didn't know it had arrived until a neighbor down the street called and asked if i had ordered a ladder. not a good system.
1,"took forever to arrive... it's good nothing really special. tried it out on my pallets, works okay. it's a bit long and kind of awkward to handle but does the job. i would have bought something else if i had the opportunity to see it in stores instead of 'online only' which is kind of bs. kind of would like to know what i'm buying before i spend 75 bucks and wait longer than two weeks for it to finally show up. i give a 2 out of 5 for the shipping... again bs to wait two weeks for this. "
1,"bowl came 4 days after the tank even though they were shipped out the same time from the same warehouse. the bowl arrived broke... 
a real mess!"
1,going to pick it up at the store this evening! haven't gotten the email even though ups says it's there.
1,you said my package would be delivered today no way to check status its 6:01pm and no delivery wheres my package? will call customer service tomorrow not happy once again
1,"disappointed that the item arrived damaged.  not sure when the item broke, did not see a fragile content sticker on it.  ordered another and hope that it isn't damaged when it arrives in a few days"
1,i didnt recieve my packetage
1,unit on truck 5 days rough handling damaged .returned
1,shows it was delivered in houston ans stated had no idea when it would be delivered to my area beaumont
1,no tracking number provided that ups uses
1,why would hd use a shipper's like seko that refuses to provide tracking information?
1,this is horrible; today is the 24th and i have still not been notified as to when i can expect delivery. do i stay house from work for three days.  seems you could at least have narrowed it down by now... i mean really this is within the delivery dates and still can't determine when it will be delivered.
1,"i was under the impression the large items wouldn't be delivered until next week (~march 3i received no delivery information telling me otherwise yet came house last evening to huge boxes (2 vanities, 2 toilets) left blocking the sidewalk to my front door. i live alone so moving these boxes into the garage was very difficult. i understood that i would have the opportunity to open the boxes and check the merchandise for damagesi didn't get that opportunity. very disappointed. "
1,first the box was open. second it was just stuffed over the water heater. third i was house they did not ring the door bell or knock on the door. i opened my garage door ther it was appearing taller than garage door blocking my car. very displeased that i had to get out of my car and move the water heater so i could get my car out of the garage. bad customer service exactly what i expect from house store.
1,"actual deliveryman was great. 
the tracking info did not reflect the accurate status, however.
it was supposed to be delivered on monday - according to my tracking status, but didnt get delivered til wednesday.
also - it was a big window of potential delivery time : ""anytime before 5 pm"""
1,"i ordered this shower door feb. 12, i had another online order feb. 20 and was delivered to my house today so i don't understand why this order took almost 2 weeks ????"
1,the tracking does not give us any information.  i am glad i am not in a hurry for the vanity.  it is taking too long!!!!
1,this was the worst experience i ever had with a shipping company.
1,not satisfied the way the delivery man did it.very poor.....
1,"presumably weather delays but the  hd site tracking experience was marginal. 

fortunately the freight company's site and tracking number (estes) was linked and they had some limited info"
1,arrived damaged.  i refused item at store. it was supposed to be returned & a new one sent immediately?  it has been 2 weeks & i have not heard a thing.
1,"we were open at time of attempted delivery today so not sure why it says ""rescheduled due to holiday closure,"" frustrated. "
1,"i tried to postpone my delivery date by one day.  i went on the ups website but couldn't chat.  then i called the 800 number and was never able to talk to a real person.  i had a commitment that day and when i returned, there were 8 boxes at my front door.  i am 75 years old and live alone so had to get the dolly and struggle to put those 8 boxes in my garage.   very poor customer service by ups.  i will have to find another way to shop now so i won't have to count on ups for delivery. "
1,"no update since 2/18, now 2/24  "
1,store didn't even know it was delivered when my husband went to pick it up. it was delivered at 10:30 am and he went there after 6pm. he had to call me to get all the information and ask her to check with the dock to find it...they were not helpful in finding it had we not been persistent that it was there and had been delivered!! horrible pick up service!!!!!!! won't order again.
1,i'm not sure i understand why i could not have had this shipped to my house for no charge. it was delivered by ups to the house store store just a few miles away for free. if i wanted ups to deliver it to my house i believe the charge was going to be $55. the total project cost was 219.00
1,"if this has not been shipped, then please cancel the order and i will look elsewhere"
1,"ups should never deliver without ringing the houseowbers bell. they never ring the bell, so unprofessional. one of my salt bags had to medium size holes in it. "
1,"delivery failed to arrive to the address indicated. no email or phone call to notify me of the problems.  the delivery address is a valid address, and never have any issues before.  ."
1,i am frustrated..i have not received met order. there is no detail about estimated delivery either.
1,no package on 24 feb is the gd packaged coming or not?
1,the package was not on my front porch. it is no where to be found. very disappointed.
1,never got ups lost the shipment  and now the item is out of stock
1,the jar leaked. the plastic bag holding the jar leaked. paint everywhere when i opened the package. what a mess!
1,"this is 2nd shipment of same product, after first order arrived frozen solid.  the contents in this order had two badly dented cans.  i don't know if these come from the manufacturer like this or if it was damaged in the shipping process.  i've not had the best overall experience with the shipping process from house store. "
1,package delivered to wrong house.
1,not delivered yet :)
1,"we got this a long time ago, not sure why i received this email now..."
1,hurry up with my tools or i'll start taking my biz elsewhere. ...not happy
1,ups is not careful with fragile freight.  tracking updates too slow.
1,"the whole process was easy to follow my only complaint is that the original order was shipped incorrectly,  i received the wrong materials, which cost me a lot of time to correct, and caused my customer inconvenience. "
0,my gmail automatically opens this status. so convenient not to have to copy and paste a 75 character alpha-numeric code. :) good stuff.
1,this makes it easier to know when your merchandise has arrived
1,"purchased all items at the same time, got only 1 tracking number. no way to find other items i purchased but that they say shipped. got my email saying my order was delivered and left work to grab it. went house, only 1 item was delivered of the 5 or 6 i purchased. wasted time and gas for a flashlight expecting to have all my items."
1,the order was great and shipment was delivered earlier then the site said it would be.
1,two of the three can was slightly open which caused some paint to leak .
1,"very disappointing to order an item, be told when it should arrive and then find out 6 days later that it is just shipping now???  what's up with that??"
1,there were no updates of when the package would be shipped because of a delay.  when the package arrived the contents was broken.
1,"signing up for text message updates was a bust. i signed up several times but never received any updates. nice idea, flawed implementation."
1,"your email said the delivery will be  march 2 but the tracking info says the delivery will be feb 26 - so what is it????? - i'm not available tomorrow.  i press ""submit"" and nothing happens - strike 3."
1,i guess its ok to sell things that you dont really have in stock... then blame it on the weather! what a joke these vendors for house store are.
1,i paid for 2 day shipment and didn't get my item in 2 days
1,package was damaged!   now let's see how hard of a time that i'm given to fix he problem
1,please do not use ups. they play games with packages & hide them behind trees in random locations. this has been an ongoing problem for years. ups is extremely unreliable in this area.
1,how did it got missed delivered. it was delivered to your house store store. thank u
1,item broken!
1,this is probably my woest experience with ups. my package was suppose to be delivered two days ago and now today they are saying inclement weather is delaying the delivery. even though the package has been at the local delivery facility since 5am this morning. i actually watch two ups trucks drive by so how is it that my package is delayed again. weather delay my ass!!!
1,when the table arrived it had a dent in the side from one of the banding straps that must have been used to hold the skid of tables together. i didn't have time to return the table because i needed it right away. they should have placed a cardboard on the skid before strapping them all together then the soft wood on the table wouldn't get dented and crushed.
1,the blinds had black soot on them i had to wash each blind by hand
1,still do not have shipment - fedex is delivering - suite 296 was on order - can leave with neighbors on same floor if not in office upon delivery
1,very convoluted delivery route and it took over a week to receive a small package.
1,please do not text me for a rating again
1,"supposed to be delivered tuesday,2-24.  now they are saying it won't be here until after 5:0 on 2-27 so i won't be able to have installed until next week!  this is unacceptable.  the mirror sat in texas for four days."
1,"driver decided not to attempt delivery because of road conditions however our road was very clear of snow
i didn't trust him to come the next day so i made arrangementsto pick up myself"
1,"i was delivered the wrong merchandise. the box was damaged upon delivery, it had been re taped several times. upon opening the box, i discovered a roll of wallpaper."
1,my order was for six storage boxes and i only received one. i could have bought these at amazon or wal-mart and i am beginning to wish i had. i have not heard back from your company concerning this order and i guess i will need to call you again. this i not what i call good customer service.
1,was tossed over a 6 foot fence... at the neighbor's house!!!  not only was it left in a locked area at the wrong address... but it is very likely damaged from being dropped at a high distance!  i am shocked at this lack of respect and attention to detail!
1,my package never arrived!
1,"said it would be delivered on 2-23
said it would be delivered on 2-24 
it's 5:41 still not here on 2-24 why send me delivery dates if it's wrong
not happy once again!!!!!"
1,do not have yet.
1,not completely delivered. turf lawn not delivered and grass deodorizer is broken
1,"if my packages were shipped on the 19th, and today is the 25th..?. and ups only shows a label has been printed, is something amiss? "
1,slow shipping.
1,next time they should leave it at my door not at main door entrance. it's a two floor apt complex. and if they can't walk one flight of stairs they need not work at ups.
1,it is wednesday the 25th and you say it shipped with a delivery date of the 25th.  ups says the package is ready for pickup but has not been picked up.  someone is full of it!!!
1,ups delivered my package to the wrong address. my neighbor had to get my number from my package a call me to let me know it was delivered there. the package was properly labeled with the correct address.
1,order is still in transit...
1,house store has not been truthful concerning the shipment of this item.  i received emails stating it was shipped when it was still at the vendor.  this has been a horrible experience.  my contractors are about ready to install this and it is on the other side of the country!!!!  very poor house store experience.
1,"i lodged a complaint against hd for not effectively communicating delivery. when i got an email from hd indicating the items were delivered, i went to the hd status page only to find that the order status also said, ""delivered,"" when actually, it had only reached estes. nothing indicated that estes would contact me for actual delivery. to complicate the issue estes contracted delivery through a 3rd party whom i had to call. estes indicated they received many calls about this confusing info. "
1,first off i have also ordered another large item from lowe's. they have contacted me by phone to notify me that on the day of delivery they will call me to set up a delivery time. this way it's not just sitting outside. second i felt the delivery guy was kind of rude. when we unwrapped it the item was completely covered in ice. we were unable to use the item and had to call for service repair because during delivery my brand new item froze and got screwed up.
1,i am very upset. i ordered a summit gas range and the delivery date keeps being moved forward. it was supposed to be here today and it is not. your online customer support said they could not find the order number i provided and that i'd have to call my local store. i called them tonight and the shipper is not available. they said they will try to reach them tomorrow morning and call me. i'm also upset that house store won't allow this item to be shipped to the store for me.
1,"status doesn't tell you where it is - in transit is very vague. 
text only worked the last day when it was out for delivery. 
the system needs work to be customer focused. 

lonnie parker"
1,4 days late--still not here
1,received much later than expected.
1,"my tracking info stopped on feb 23. saying: feb 23, 03:27 pm 
 at delivery terminal 
where isis and whencan i expect it.  i don't live at the address and must know when it is arriving.  nothing here seems to be working!"
1,i got a text saying it would be delivered on wednesday so i waited all day nothing came so i called up the person i spoke with never herd of getting a text and it will be there tomorrow.thurs. came and i call at 1:00 they told my an hour hour &chaldean. it didn't come till 4:30.
1,"shipment arrived quicker than expected, however package was damaged and unusable.  now i have to reorder and wait another 2 weeks.  not very happy."
1,it was late and no one had the correct information on where it was. i'm happy to see it has arrived.
1,i do believe that you should also have free house delivery on items that are $200 or more instead of just free delivery to your store for me to pick up an item it's a two hour round trip thank you
1,please add email address to get package updates like your normal desktop website offers. the mobil version just offers texting
1,changing delivery dates!
1,i never recieved it. where was it delivered too?
1,the delivery date above stated it will be here today 2/26 but when i track the package through the link it states that it has not been picked up so which is it? overall experience with house store great just disappointed in the delivery info
1,"cannot comment on the delivery, as i have not received my order yet. but the fact that they contacted me within 6 minutes of my package leaving the facility was awesome. and it's coming 8 days early! bonus."
1,"package was not even ordered by the date it was ""delivered"".  wtf?"
1,didn't arrive...they delivered to our neighbors.
1,my order was broke and not usable. very upset this order was very important for family.
1,"first, ups delivered the package to the wrong address. i called to their customer service, and they went back for the package, but was they delivered to me was only one roll, while has to be 4 of them, 25% of my package. ups promised to take care of that and resolve the issue, and i am waiting for them to deliver me my whole package. will i receive it?! ups case #1-5343201410. i am so dissapointed"
1,"leave package at door, i never get a package from ups because they always claim to have ""missed"" receiver. just leave it !"
1,package was not delivered on time. wasted money for 2 day delivery.
1,please send my order. the estimated delivery date was 2/14/15-2/17-15. today is 2-26-15.
1,"i was told "" short of a metor hitting the truck. my package would be delivered feb 25th. "". it was approx 8pm at nite. short there after the status was changed to feb 26.. didn't see on the news about a ups truck being hit by a metor. 
 will only use fedex from now. they delivered on time. even during ice and snow"
1,"the driver banged on my door and when i opened the door he was already in his truck. he left the package at the front door sitting in snow/ice/water/salt/sand.
didnt even bother to wait for me to open the door or sign anything or even say hello. the item was heavyfor me to lift. my old ups guy was so pleasant. this guy dropped and ran so quickly i couldnt even tell u what he looked like. not impressed. i hope hes not the same guy who delivers an even heavier pkg to me tomorrow. "
1,didn't receive ítem today.
1,don't send me a text at 11pm to have me rate my experience
1,"ups driver did not deliver due to damage ,driver was at my house and drove off , i called ups & was told the driver told them, item,
sounded like broken glass ,
so he did not deliver & left in a hurry.
as i was sounding my car's horn,i guest he dropped the box breaking it."
1,"i have multiple items and tracking numbers, but there is no association between the two. which items are arriving when? who knows. also some of the shipping is over a week despite being within ca. too slow...."
1,"lady in charge of the shipping department was terrible, bad experience"
1,i am very disappointed in my product.  when i opened my big box and removed the 15-amp 12 in. sliding compound miter saw with laser guide box i noticed that the box was damaged and the handle on the saw is broken.
1,we didn't receive package
1,wayyy too slow.
1,order was delivered at 09:25 here it is 15:22 and it still hasn't reached the customer service desk
1,in case nobody at house on delivery please leave the item at the front door. thanks
1,got the text message at 10:40 at night after the package was delivered.  seemed a little late to me.
1,didn't get here as of 6:39pm what's up ?
1,the carpet was delivered on friday 20 and i was not house. ups left notice that it would be shipped on monday 23 well come wednesday i still didn't have a carpet. tracking number was wrong. after calling ups was told tracking number was wrong and they didn't know where my package was at. i am so disappointed. the guy and gal at ups were both of no help. was on line trying to figure out where my package was. neither of them could tell me at one point the gal said she was not sure what had happened
1,i was waiting in my living room for the package and it was left at my door. no one knocked or rang the door bell. if i didn't check the tracking status i would not have known it was delivered.
1,sub-par!  the first email from house store said to expect delivery march 3 - 5.  the next from hd said march 2.  then ups tracking told me yesterday to expect delivery today but i'm not house today.  today.  tried to straighten this out with hd but got a recorded message that hd was closed in atlanta because of the inclement weather.  strike three!
1,"the shipment tracking indicated that the item had been delivered to the store on the promised day. when i went to the store, they told me ""ups is always a day ahead of us"" (what?), and ""it's probably in the back.  the receiving clerk comes in at 8:00 tomorrow and will release it.""  i asked if i should come back the next day and was told ""yes"".  the next day i went to the store and it still had not been checked in by receiving.  i had to be assertive in getting someone to go in back to find it."
1,five star....thanks
1,i know we had snow here but it has been gone from the roads for nearly a week and my package has sat 20 miles north for 6 days. during that time i have seen numerous fedex trucks in my neighborhood.
1,"only 2 lights got delivered today.2 indivdual boxes, not 3.i ordered 3 and paid for 3.where is the third one?"
1,where is my purchase?   still waiting.......
1,ups left my packages out in the rain in front of my garage. needless to say my packages were soaking wet.
1,why did i get texts and emails starting the night of 23feb expecting my delivery next day 24feb maling me stay glued to my front door 24feb and calling ups as late as 10 pm 24feb when there was no delivery but when i called shipper the store.com was told ups will deliver 25feb instead making me stay glued again to door another day until delivery was done as late as 8 pm the 25feb not as texts and emails sent to me that informed delivery is 24feb the day prior???? very misleading and misguiding!!
1,this was supposed to be there by march 2nd....it better be or i will return as soon as it arrives. not to mention over $40. was supposed to be free shipping to me directly. not a happy customer.
1,this is ridiculous. i ordered 2 items at the same time. they were not very expensive but have become a ridiculous amount because you split the 2 up into two different shipments. so an item that was $1.98 became $6.90. ridiculous. i only ordered the $1.98 item because i was placing the order for the other item. i can see i will never use your online ordering again. i was not given the option to choose to ship separately if necessary. i would have of course denied it. i want the shipping refunded.
1,over a week to deliver...why?
1,"yeahh, this is not at all correct. it's february 2015, i sure hope it doesn't take 4 months to deliver."
1,if my package is supposed to come tomorrow why are there no updates?
1,package should be delivered to door not in front yard.
1,just wish time from order to delivery coul be made fastet.
1,tracking details should be on top
1,"i ordered this in january and never received it. it keeps saying it's reshipped, but never comes and the tracking numbers never work. "
1,the worst experience of my life estes delivery service is terrible. they lost my package tracking could not find it. when they did find it a day later the delivery is a nightmare. they kept telling me 2 hours turn out to be 10 hours later. house store needs to use ups or fedx these fly by night delivery companies don't cut it. this is not house store level of service.
1,the shipment was damaged.  in particular the marble top to the cabinet was snapped in two pieces.  we have made a replacement request for this item with house store.  the mirror was somewhat damaged and the cabinet itself had some edges that were rubbed/damaged.
1,out for delivery from 12:36pm to 5:49pm on 02-24-15 with a damaged container. will not use wood from another state again. all containers damaged by carriers ups and seko. product damaged and not pristine or high quality as advertised. will not shop sight unseen from this vendor again!
1,"as this shipment is ~1 week late, we have a timing conflict with the scheduled delivery date and would like to request later or earlier delivery.  seems the package has been sitting for 3 days at 'delivery terminal' and waiting without explanation of delay is a frustration and inconvenience."
1,you should give a better time for delivery. i had a span from friday - monday when it was out on delivery. do you expect people to stay house 2 days?
1,did not receive packages on time returned them!!!!!!! not good service!!!!
1,no updates since date of order.  where is my shipment
1,"the tracking details are hard to understand.  for instance, it says on feb 27 at delivery terminal.  what does this mean?  delivery term where?"
1,"there is no information tracked other than it left the shipper.  so, there is no way to gauge or estimate what day the shipment will arrive, which makes it hard to prepare for being available to receive the shipment."
1,terrible unprofessional employee with an attitude. i will be sure to never use this service and let house store know about our experience.
1,everything was fine with the service up until the actual delivery. first they tried to deliver to the neighbors house. once we finally convinced them that they were at the wrong house they then refused to drive down our drive way due to a shallow puddle in the gravel. they then left the mower directly in the center of said puddle effectively blocking our driveway.
1,"worst shipping experience ever!!!! called carrier warehouse to provide directions and they said they would not be shipping it, someone else would be.  asked if i could provide directions and all he wanted to take was my phone number.  "
1,there is no helpful information provided in this link.
1,originally was told in store on 23rd of february and now its really late. my client is very upset and you may have made me loose future business. thanks!!!!!
1,"the package arrived damaged to the extent that the snow melt i ordered was unusable. the jug was less than half full, with most of the contents on the box. the clerk told me she ""couldn't guarantee"" i would get a replacement jug by the time the next ice storm hits. so-i waited a week for this ice melt and now i have to wait another week and make another trip to the store because incompetent boob didn't take proper care of the package?  i am livid!!!!! "
1,this has not yet been received.
1,"yesterday, the tracking screen said this item was going to be delivered... it didn't happen.  i am hoping that the item will be delivered today... "
1,only 13 of 14 packages delivered. they make one delivery of 12 packages of laminated flooring  then later  delivered package of transition molding. i do not have package of quarter round
1,"submitted to ups on 2-23 and today 2-27, they have not told of a delivery date !!!! da"
1,ladder was completely broken with a bent first step and product is not usable.
1,"delivery originally scheduled for 2/24, then revised to 2/25 and then lost in status (now 2/27)"
1,"if i could've had fedx deliver, i wouldve. not a fan of ups."
1,the package was damaged. it had been repaired with packing tape. there were no instructions in the box. the battery and charger were loose in the box. the jacket was wadded up in the box. there was also what looked to be dog hair on the jacket. not pleased with what i received .
1,package never arrived - not sure where it was delivered
1,package was delivered wet and muddy.
1,ups driver dropped the package at the entrance to my drive in the melted snow and mud (house is 300 feet from road)
1,package was open and walked on and dropped in snow.
1,"status shows ""delivered"". ordered three packages of ceiling planks. received two packages on 2/25. third package missing. called customer service. they said it showed one package not delivered yet. should arrive next day (2/26). package was not delivered on 2/26 or 2/27, even though tracker shows all three delivered."
1,i received no notification that my order had been received
1,"your tracking is the best of any company i order from!  the only thing missing is the estimated delivery time window which ups provides on its site.

having said that, why are the estimated delivery dates when i order so far in advance and apparently unrealistic?  this actual delivery is a week before your order-time estimate.  your long estimate almost led me to obtain the items elsewhere."
1,"staged in transit ?  i might guess truck was involved in an accident ?  
i may need to order from a local source - to get materials in a timely way . can i cancel this order ? "
1,order arrived incomplete. bill of lading indicates on site 5 were shipped but only two arrived with a bill of lading supporting only two....no back order information
1,where's my package?
1,"the package came with both ends torn open and the blind was slipping out  and some pieces falling out.!!!! the driver should keep duck tape with them so they could have fixed so nothing would fall out,!!! poor customer service they had to see this!!"
1,you should knock on the door to ensure someone is house to receive the product!!!!!
1,item and packaging was damaged.  item has been returned.    item was broken and dented in many places.     house store .com customer service and my local house store store manager went to great lengths to resolve this issue for me.     my faith in u.p.s. as a shipping option has been greatly diminished.
1,this status update says delivered.  my one hour round trip to the store was for nothing.  the package was not there!  anyone want to tell me why? your customer service leaves a lot to be desired.
1,twice delayed today there wasn't any snow but they decided after having it on the truck out for delivery not to deliver it.  ups is not a good option.  us postal service is more reliable.  fedex was out making deliveries today go figure
1,"this is the worse ever service 
house store failed even to explain to me what is going on rather saying we are sorry 
very bad experience costing me a lot "
1,"after the package was delivered to store customer service desk could not find it for me to pick up., :( "
1,delivered to the wrong house.   found at the neighbors side door.  was not  convenient to move.
1,ups used weather as excuse wednesday when roads were fine. this delayed package even more when real weather hit the next day.
1,i am waiting and it is installation date.no delivery.
1,once again hope store cannot find my order inside the store
1,"i could not get an accurate status, rec'd no text messages even though i signed for them, and the box was delivered the day before the date i was finally told it would be here. and the box was pretty well beat up. next time, i will drive two hours and pick it up myself."
1,your lack of communication was very frustrating. i signed up for tracking texts nd only got notified of delivery  5 hrs late.  will never use your delivery service again. atg will be my choice.
1,"when ordered it said 1 day shipping. then after order was placed no info on tracking for several days then it said delivery was 27th, and started moving back from there. that is why overall experience was low"
1,was the worst communications skills ever
1,very bad service
1,"where is our biscuit toilet? it was supposed to arrive at ranson, wv house store last week. we were promised it would arrive yesterday 02/27/2015. this has been a very frustrating process!"
1,package was not in the store as stated delivery never took place two days after alleged delivery the package was still not there it's special  arrangements to pick up the package and when we went to the store was told that it never arrived even though i got an email confirming that it was delivered two days earlier
1,"package was set to arrive on 2/23, when i finally called the shipping company on 2/27 they said that the package had just arrived at the dock and then it wouldn't arrive until at least monday or tuesday.  i asked if i could come to them and get it,  they had agreed.  when the guy loaded it in my truck,  instead of asking for another coworker to help guide the large pallet in he did it himself.  he hit and broke the taillight in my truck and didn't tell me.  i didn't find out until arriving house"
1,shipment arrived at store damaged apparently when it was loaded on truck other items placed on top of it & damaged hydronic lines. fluid leaking everywhere. now waiting to reorder again & have shipped by another carrier. will not recommend estes to anyone.
1,initial delivery date est was 2/19-2/23.once order complete that changed to 2/23-2/25. it's now 2/28 and no one answers the 391-7874#.i paid extra for this house delivery and i'm pissed!
1,delivery was scheduled for 10-4 and the driver did not show up until after 6.
1,ridiculous system . i ordered door to be delivcered to hd store. door arrived at carrier estes  on 26th feb i called 28th assuming to pick it up at hd store. estes told me it would be delivered to house store the next week ! you need at better carrier !! wont do this again
1,have not been notified of my package being damaged.  terrible service.
1,order placed 2/16. it is now 2 28 and no change in shipment status since order date. that is this all about?
1,delayed delayed and delayed. shipment was slow to start with then delayed a couple times
1,keeps telling me that my order has shipped to the left of this survey but when i go to ups it has not even been picked up per info.
1,suppose to show up monday february 23 and it is now saturday february 28 and still no package
1,they delivered in adverse driving conditions. excellent
1,"not delivered to my house on 27.2.15, despite order status indicating ""delivered""."
1,poor packaging and or rough treatment of package led to broken paper punch
1,ordered this light twice and came broken twice terrible terrible what a waste of time
1,i was very disappointed to see my shipment sitting on my doorstep today open for the public to see. anyone could have taken the box off of my doorstep. the outside of the box clearly stated that a signature was needed for delivery and to inspect the box for damages before approving delivery. pure laziness and carelessness. will not be ordering again
1,how is a package going to set at a location for two days before departing.
1,box was beat up (had a hole in it ). but lucky it works.
1,the package has been delivered yet so i can't rate the overall shipment delivery experience
1,house store tracking page was no help.   i went to ups page to get information.
1,worst online shopping experience ever.
1,order was delayed
1,i paid $11.43 to receive my merchandise in 8 days.  i wasted my money.  free shipping would have arrived next year.
1,product was damaged
1,"alot of miscommunication where the package status.  i been told order will deliver 3/3/2015 by live chat.  email said it just deliver today with tracking number. at the door, the package there on the same day.  it doesn't make sense. "
1,need to improve on the text messages. i signed up for them and didn't get them like you are supposed to.
1,expected delivery date came and went and no update
1,was never text alerted and ups will find anyway to avoid working and delivering.  fed ex delivered same day.  perhaps they are a better service.
1,"package has been in austin since 2/26 and can not get delivered.  what would happen if i really needed this item. tell ups to go to hell, i worked outside today and those lazy asshole can't drop off a package."
1,i wis h i had a time frame when it wouldbe delivered
1,most upset. package arrived severly damaged. photos were taken of the damage and i will be contacting house store for resolution.
1,store had a sample of the product assembled but missing pieces. therefore i was able to see the bbq before ordering it online. seeing it first was important so don't discount the importance of brick and mortar in retail.
1,so slow service
1,"they posted the sewing machine was a ""full size desktop sewing machine"" but was a mini travel machine.  not happy,  was mismis-represented."
1,"package in dallas,tx  since the 27th but not being delivered until the 2nd"
1,"i had to call to set up delivery date.
told person on phone to call my cell phone before driver was to arrive, that never happened.  signed up for text alert and i didn't get that until 3 hours after it was delivered. "
1,"online tracking info indicated delivery friday; called house store twice. first rep gave me wrong number for estes (a fax number), second rep was helpful but could not find out when my order would be delivered.  called estes today; on hold for about a half hour; hung up, sent online message. have not yet gotten a response.  order status says in-transit, last update feb 28 at 8:15 but tracking info says sorry, can't tell me when it will be delivered.  very frustrating."
1,way to slow to update.
1,"this shipment was horrible. the package left the origin promptly but sat almost a week at the delivery terminal. not a single call was, to my knowledge, received for delivery appt. only after calling the terminal directly, i negotiated a delivery. the final handoff was made by a very pleasant driver, to be fair. i am not likely to ever buy anything at the house store which requires freight delivery."
1,"originally they said it would be delivered on the 27th of feb, which would have been great seeing it was only coming from nj. the they called on friday and said it was in shrewsbury ma which is a half hour from here and said it won't be here until monday. why does it have sit in shrewsbury all day and why can't they at least deliveer it on saturday !! it's snowing now and i will wish i had my snow blower !! very disapointed... now with the snow it probably won't get here tomorrow either.... :("
1,shipment date changed three times before actually being delivered.
1,delivery delayed for a week without explanation and no longer displaying status.
1,appt was set up for 2/27/15 between 10am and 2pm...they did not show...did not call either.
1,"it has been 1 week over delivery date and i still do not have my product. when i called seko, they don't even know where my product is. "
1,9 small tiles way to long to ship. should have been here by now!!!
1,where is my package????
1,the mirror was scratched and cracked when we received it. we had to return it to the store and order another one.
1,i didn't get my shipment :(
1,been at the same location for two days this is ridiculous
